Q08162	Q08285
P22579	P43639
P04817	P53337
P32494	P34162
Q04347	Q08729
P38344	P53145
P43572	P53201
Q02630	Q08521
P41808	P43568
P35271	P38909
P00830	P32828
P40064	P40368
P32558	Q01159
P38074	Q00916
P06101	P47103
P00358	P12754
P32490	P40549
P39540	P40319
P38630	P40339
P39081	Q07478
P14907	Q02199
P30771	P53550
P38789	Q04373
P10614	P28584
Q04338	Q08144
P12709	P41695
P32598	Q06102
P53203	Q06169
P32902	Q08647
P06780	P33420
P53091	Q04062
P04173	P21268
P21242	P40302
P13902	P36000
P14737	P47027
Q07824	Q99380
P20604	Q04697
P15992	P32468
P00890	Q12223
P46948	Q12149
P32629	P38800
P21242	P41811
P05694	Q03497
P18408	Q04437
P36102	P53934
P32773	P32774
P40055	Q03940
P23561	Q06160
P12398	Q04660
P02557	Q12223
P22138	P47035
P06168	P19735
P05150	P53971
P28626	Q04924
P15790	P19454
P04819	P39987
P06787	P09436
P10614	P32386
P06701	P09938
P17505	P38720
P53295	Q03768
P06104	P10862
P06701	P50102
P47142	Q12483
Q08273	Q99181
P10849	Q06708
P40096	Q92317
P25343	P39743
P25346	P46984
P14747	P25296
Q04067	Q05775
P52917	P69771
P16140	P32468
P32524	Q02260
P32381	Q00772
Q00772	Q06204
P21827	P30822
P12709	P25846
P11154	P25646
P01123	P22214
P42221	Q06596
P40971	P80667
P34223	P61864
P16649	Q03690
P02994	P33298
Q04839	Q12315
P17123	Q12123
P52286	Q08273
P31244	Q12692
P05736	P53261
P07267	P31244
P25559	P38742
P40051	Q04149
P04173	P06245
P40151	P53204
P04173	Q04675
P40018	Q06675
P38993	P46956
P32794	P35845
P25632	P38144
P33335	P53932
P32873	Q12518
P22216	P32797
Q05635	Q12338
P89886	Q06681
P05739	P32900
P40483	Q06449
P35179	Q08929
P22134	P53551
P12904	P38622
P43639	P89105
P53114	Q08278
P54999	Q02821
P20459	P38249
P36125	P38163
Q02630	Q02932
P38956	Q12250
P38877	P40348
P35723	P49573
P07251	P23291
P53287	Q02630
P14737	P38766
P40319	P53344
P16387	P25646
P16474	P40856
P11484	Q12004
P25344	P39955
P06245	P38708
P36520	Q06630
P50101	P52892
P53927	Q12019
P22134	P32349
P32837	P38829
P25635	P35194
P02829	P52286
P12398	P38622
P21268	P25303
P22214	P40357
P33297	P47079
P29055	P33448
P25454	Q12306
P53745	Q04062
P40917	Q06554
P38804	Q03656
P24719	P38861
P40089	P40527
P32602	Q12436
P50946	P53949
P23900	P25619
P39704	P53045
P32569	P38752
P18961	P33893
P25694	Q12347
P33759	P49704
P02557	P25656
P20676	P32337
P16140	Q03497
P02400	P38205
P20435	P35718
P40890	P48439
P47135	P53394
P08964	P32492
P10507	P38792
P32432	P53210
P32591	Q06208
P38723	P42946
P47135	Q12354
P00128	P39742
P25635	Q04748
Q06632	Q08685
Q04033	Q08774
P06782	P39073
P20107	P37296
P43321	Q06819
P06782	P07260
P05150	P32490
P32074	P38149
P38286	P53142
P43547	Q08144
P12689	P47110
P17709	P53965
P06701	P21691
P08518	P41896
P14742	P18851
P39108	P50091
P29055	Q04119
P12683	Q07798
Q06406	Saccharomyces cerevisiae
Q00916	Q05900
P32447	P40513
P36164	Q05521
P32908	P47037
P32565	Q07350
P35177	P53040
P09032	P14741
P32910	P36121
P38822	P40052
P22579	P43609
P06168	P41811
P32499	P32835
P38219	P40160
P53290	Q03018
P53209	Q12100
P38262	Q02821
P32366	Q12446
P38286	P53756
P11433	Q03497
P40319	Q08980
P53158	P53267
P36123	Q00916
Q04697	Q08986
P06243	Q01939
P23291	P46655
P32835	Q99189
P29509	P32599
P06778	P41800
P40013	P53168
P06169	P20081
P07703	P20435
P40070	P47093
P39998	P53550
P32381	Q12329
P16474	P26755
P20436	P32910
P40971	Q07500
P39743	P39928
P43615	Q12349
P20457	P30822
P19882	P47116
P53309	P53974
P39969	Q03497
P32333	P40347
P28320	P40413
Q01939	Q12349
P34243	Q3E7X9
P05736	P09440
P47135	P53906
P38720	Q06704
P39960	Q99247
P15790	P21304
P29311	P38146
P24279	Q12306
P09798	Q12440
P02557	P22336
Q06208	Q12149
P32790	Q06604
P38011	P53131
P00924	P32797
P06838	P12709
P16151	Q08234
P08678	P60010
P53236	Q02630
P25655	P31384
P24869	P25293
P09547	P32588
P25619	P36033
P27796	P39108
P36129	P38727
P38011	P39935
P38615	Q12265
P12962	Q03375
P32366	P47054
P39977	Q06675
P32499	Q02821
P00360	P38622
P25384	Q99303
P40975	P46956
P02994	P18961
P04710	P38316
P32318	P38987
P32835	Q02821
P47135	Saccharomyces cerevisiae
P38431	Q03195
P06103	Q05933
P10622	Q12035
P38699	Q12497
P38624	Q06624
P39676	P50942
P16547	P32613
P32854	Q04359
P06787	P43622
P40069	P53243
P12398	P40048
P28320	P38861
P00950	Q02574
P33335	P38264
P40457	Q06142
P10081	P12709
P32523	Q12046
P53843	Q04632
Q04002	Q12158
P04806	P38883
P25299	P53437
P04387	P61864
P53954	Q12402
P35178	P40991
P21304	Q08004
P40045	Q04659
P07251	P41811
P53201	Q06707
P36013	P41808
P34164	P41940
P40050	P53861
P08431	P53894
P06115	Q02821
P25594	P52891
P53039	P53845
Q01454	Q06695
Q08754	Q12114
P00546	P23179
P15108	P43124
P31384	P47821
P15646	P33322
P12683	P53045
P36041	P41811
P28241	P38622
P33296	P39719
P38992	P49018
Q02630	Q12517
P36003	P38764
P29311	P53599
P34730	Q01722
Q03532	Q06436
P43582	Q02821
P02829	P35203
P00546	P20438
P14180	P22140
P23639	Q06708
P32501	P53843
P32468	P48562
P32902	P53733
P36006	P40450
P32796	Q07732
P29311	P53933
P22804	P40482
P22138	P40089
P03069	Q05027
P38957	Q12318
P54784	P54791
P09733	P32345
P19735	P39954
P00724	P53295
P36017	P39958
P10659	Q04675
P53168	P53185
Q05016	Q06339
P35723	P46956
P02557	Q08949
P29496	Q12306
P53905	Q07468
P36083	P38719
P25651	P38785
P52286	Q12347
P16622	P40045
P17157	P43565
P07170	P16622
P07251	P08458
P15274	P80667
P28320	P36048
P13186	Q04748
P29468	P42841
P25453	Q02821
P23201	P41832
Q06632	Q12102
P04911	P38193
P07258	Q12460
P38555	P53845
P27705	P36084
P06701	P25491
P47050	Q03919
P38822	P53219
P38217	P40471
P21965	P33322
P22139	P35718
P29295	P39998
P38697	Q06436
P06839	P38299
P06244	P12612
P22336	P25454
P32628	Q06665
P05030	Q00772
P33332	P89102
P53278	Q04477
P22336	P26754
P11353	Q02821
P19358	Q12004
P38784	Q06096
P12385	Q02825
Q06436	Q08208
P08458	P60010
P32569	P36521
Q02630	Q08287
P38837	P43561
P12709	P39735
P04173	P38153
P17106	P35201
P07703	P22138
P52488	Q06624
P53824	Q04902
P40565	Q07930
P33299	P40327
P15790	P32432
P38144	Q02206
P06839	P15992
P07213	P40310
P09232	P52286
P38862	P53849
P20433	P34087
P18494	P40073
P23641	P40970
P29468	P32598
P32641	P39077
P38903	P47135
P06777	Q00055
P39705	P40069
P38361	P38875
P25297	Q12450
P20053	P22137
P00925	P21269
P40075	P53968
O13539	Q99257
P36166	Q08729
P41811	Q07350
P00924	P26570
O94085	P53427
P28743	P33419
P40054	Q08963
P23394	Q06266
P10080	P40561
P47170	P57743
P17558	P32902
P35723	P53386
P17255	Q07350
P38886	P40327
P16522	P38346
P12398	P17123
P32605	P39682
P53043	P53980
P01123	Q04183
P32337	P39743
P36520	P41810
P29311	P34730
P46996	Q12372
P40352	P41940
P00359	P38903
P33298	P41811
P32598	P43573
P04806	P40328
P36520	P36527
P09435	Q06440
P40339	Q08949
Q08562	Q12522
Q02197	Q03503
P32524	Q03264
P06842	Q08929
Q02795	Q99380
P32324	P38084
P02994	P18851
P35729	P46673
P18851	Q12017
P32569	P40015
P32641	P42943
P24814	P39954
P12709	P53739
P22696	Q01939
P12709	P40362
P40362	Q05946
Q03322	Q04338
P22204	P46367
P33314	P40476
Q04477	Q08204
Q12066	Saccharomyces cerevisiae
P53877	Q02821
P52923	Q02630
P25491	P38153
P38691	P53156
P38822	Q12461
P40325	Q07732
P38753	P61864
P16140	P32581
P22137	P38272
P10081	P38885
P29311	Q12222
P09032	P32366
P15703	P47093
P07259	Q04049
P19882	P40339
P04840	Q04437
P38523	Q01852
P02994	Q00362
Q02821	Q04066
P40971	P43601
P36149	Q03630
P16474	P38875
P06245	P39717
P12709	Q03899
P08518	P22470
P00830	P05066
P00546	P36158
P29055	Q12374
P47079	Q05946
P40042	Q03792
P38690	P38953
P47135	P53030
P38629	Q12050
P32622	P38823
P21304	P39079
P07703	P22137
P29055	Q04869
P22023	P32569
P35729	P52891
P38264	P38967
P32497	Q04067
P40988	Q00916
P40069	Q02630
P39551	Q07824
P14907	Q04175
P50875	P53165
P53339	Q12136
P20081	P46655
P47068	Q07555
P32897	Q01852
P02557	Q06001
P40319	P40890
P15938	P38293
P32902	P38262
P06774	P40078
P32339	P47135
P33307	Q02821
P12709	P26755
P38203	P43321
P32445	Q03834
P12709	Q02821
P32341	P38873
P38861	P38987
P47128	Q12378
P06103	P38011
P32641	P38629
Q02896	Q99190
P04806	P32806
P39079	Q12363
P38987	P47041
P04786	P32349
P16862	Q12355
P06777	Q05471
P47170	P50101
P00546	P31380
P06244	P36019
P39923	Q12365
P32337	P36000
P38853	P39946
P27344	Q04603
P34226	P39998
P00546	P32562
P08964	Q12038
P39956	Q02864
P06839	P15703
P39729	P39935
P23641	P26188
P40319	Q07376
Q04952	Q06497
P53550	Q12275
P19880	P32569
P25303	Saccharomyces cerevisiae
P20459	P38699
P04387	P13045
Q02574	Q08045
P25694	Q03957
P20676	Q03818
P32366	Q05791
P32867	P38856
P53131	Q03654
Q02892	Q12522
P37263	P47135
P18480	Q12406
P53831	Q12179
P00546	P23201
P14681	P14742
P34758	P53934
P34160	P40965
P09435	P38217
P23639	Q01477
P40204	Q12420
P06701	Q04894
P46655	P46672
P40161	Q04429
P04451	Q08975
P00927	P36008
P25694	P41832
P22470	P40339
P46961	P47154
P11154	P36017
P39743	P53090
P30822	Q02630
P32582	P38987
P20448	P42073
P32908	Q07457
P36103	P38798
P38878	Q04947
P24813	Q02630
P22147	Q04305
P37370	Q12446
P07278	Q02159
P36008	Q04675
P32602	Q08650
P29311	P38198
P34160	P53207
P40526	Q05934
Q04437	Q04748
P00927	P35729
P32263	Q02821
P00924	Q07350
P21825	P38631
P40460	Q08977
P38251	P38877
P32628	P33297
P15731	P39940
P06844	Q02336
P11710	P41821
P04173	P34164
P04385	P33298
P40956	Q08789
P32803	Q12250
P33308	P38633
P36084	P39682
P29055	P32494
P16140	P26188
P40971	Q02629
P17255	P20604
P36048	P40089
P10080	P53632
P54790	P54791
P01097	Q06675
P38249	Q05775
Q00776	Q12028
P27636	P40069
P25615	P53879
P11972	P48568
P53840	Q02629
P36421	Q02608
P08456	Q03655
P43572	Q08649
P31381	P53126
P07703	P39517
P10659	P38153
P19516	P53173
P38837	P42839
P38316	Q01939
P33334	Q04693
P38930	P40340
P22219	P34221
P10081	P19735
P26321	Q04212
P48439	Q92316
P13902	P33306
P53333	Q03654
P32529	P38300
P53322	Q99380
P39014	Q03831
P31539	Q02630
P25336	P25847
P38959	P53207
P38523	P53286
P40073	P53552
P40414	P60010
P10081	P38316
P04147	P32486
P53292	P53388
P38888	Q06168
P19882	P38987
P04173	P32479
P20967	P41800
P23615	P39998
P36160	Q03532
P31378	P38993
P39711	Q02795
P13186	P40073
P15992	P41735
P08018	P38840
P09624	P31244
P25586	P42846
P33299	Q12250
P04806	P32598
Q06032	Q12175
P46680	P60010
P40032	Q04396
P07260	P12962
P38204	P47132
P32259	P32570
P38080	P47054
P50095	Q12030
P40089	P47170
Q02630	Q08457
P07703	P40016
P33298	P50086
Q04746	Q06179
P53093	Q99260
P22141	Q08723
P38837	P49018
P32835	P39705
P32345	Q08224
P22336	P53083
P38929	P42834
P15365	P53394
P13517	P43597
P38084	P38176
P20484	P22147
Q03652	Q12306
P40054	P53342
P38316	P46655
P33322	P39935
P39547	Q04182
P30822	P40477
P25637	Q04179
P19263	P47147
P38886	Q12250
P40319	P53048
P08153	P52918
P00931	P14741
P38238	P38783
P28241	P33298
P40518	P53731
P38764	Q12446
P38129	Q12420
P47135	P87282
P53040	Q07508
P0C0X0	Q06667
P11075	P38130
P53927	Q07844
P12904	P49017
P32324	P38011
P15790	P53261
P32867	P33328
P35191	P36047
P38878	Q99287
P17558	P53271
P35206	P35723
P38199	P39015
P12753	P25390
P40530	P47017
P02994	P05317
P40971	Q12300
P50623	Q12306
P07276	Q08215
P06775	P40582
P13663	P39009
P32641	P60010
P32048	P32569
P05986	P39717
P17157	P40038
P25491	Q99181
P12398	Q00916
P00546	Q02606
P54999	Q07508
P40314	P46973
P12398	P39009
P38987	P40892
P53238	Q07622
P13434	Q02516
P32368	P53224
P32504	P53298
Q04673	Q12004
P00950	P14737
P06782	P46954
P48232	Q12411
P31384	P60010
P53196	Q03940
P39729	P53724
P07703	P19414
P06782	Q06213
P16664	P40395
Q01939	Q12377
P22141	P32496
P53253	Q12267
P22354	P38064
P38203	P47079
P32776	P53271
P46961	P53176
P19263	Q12124
P53829	P53935
P32863	Q08224
P32902	Q06410
P47135	Q08601
P40533	Q04120
P36017	P50079
P07703	P15019
P40971	Q08920
P13186	Q04233
P15367	Q06135
P47079	Q03330
P25694	Q06682
P38144	P53125
P53846	P53983
P00924	P20604
P19956	P36520
P40455	Q08446
P39990	Q12176
P14742	P25342
P09733	Q12152
P41834	P50264
P38439	Q08270
P14693	P53934
P15891	P29295
Q06640	Q12018
P25376	P33303
P14904	P48837
P00924	P53599
Q02260	Q03782
P08518	P25454
P43561	Q06451
Q07084	Q07688
P00546	Q03690
P36108	P52917
P20081	P40457
P11978	P34730
P54786	Q00362
P34215	P40971
P15992	P26755
Q02794	Q05027
P15992	Q02821
Q06411	Q12433
P15938	P38880
P47128	Q12016
P27999	P38291
P32570	Q12124
P00950	P39014
P04911	P42846
Q08162	Q12149
P16387	P26793
P11075	P40069
Q08278	Q12124
P32791	P40009
P40054	Q08651
P26343	P39955
P04173	P53861
P32524	Q12471
P16120	P32457
P07991	P32911
P08566	P25454
P50094	Q06436
P43682	Q01590
P36126	P53550
P07256	P23748
P15873	P32491
P07251	Q12446
P26754	P28519
P00360	P12754
P02994	Q08601
P43574	P47128
P34756	Q08278
P15790	P37838
P06783	Q08215
P29366	P53280
P09733	P32863
P03069	P46677
P27999	P38958
P32598	Q12102
P21524	Q04964
P25635	P32611
P23595	Q04372
P00830	P25342
P49018	Q04121
P12709	P53965
P04806	P53691
P38759	P40335
P29055	Q12349
P04173	Q08273
P12709	P14737
P11433	Q03579
P21243	P38886
P33767	P48439
Q03760	Q06672
P15565	P40582
P34160	P54999
P39077	Q12363
P14741	P38323
P36108	P39977
Q05518	Q07530
P32598	Q06224
P38815	Q12270
P36008	P53971
P40361	Q04398
P17157	P53124
P40059	Q08032
P33418	P35718
P38791	Q02821
P32569	P43610
P12695	P39940
P32500	Q12482
P48836	P53691
P08018	P53599
P32386	P35206
P43321	P53207
P10659	Q99181
P23291	P39010
P42943	Q12021
P23639	P40302
P40987	Q00362
P38348	Q12161
P14681	Q12464
P06843	P39954
P38693	P39012
P14907	P46674
P22082	P43554
P11076	P19146
P53261	Q03532
P38805	Q12522
P04911	P32480
P25376	Q04697
P25376	Q02774
Q07530	Q07549
P53247	Q03208
P08458	P46970
P53306	Q04121
P02994	P38191
P25615	Q99345
P38316	P38886
P19262	Q06410
P15646	P40055
P38286	Q03322
P07806	P33322
P24276	P40164
Q04659	Q08270
P06843	P40956
P32570	P41896
P25385	P32790
P20676	Q08229
Q07381	Q08208
P06701	P54786
P38363	Q08579
P26754	P47079
P17261	Q04121
P20438	P33314
P38286	Q03263
P38265	Q12748
P25454	P40850
P40054	P53147
P29055	Q12462
P47135	Q03768
P25559	P38877
Q03900	Q04175
P38633	Q02486
P16140	P38011
P16661	P23968
P05986	P08518
P15891	P32381
P32899	P53254
P40070	P47017
P39685	P47042
P06780	Q12749
P53829	Q12514
P26755	P41277
P16370	P22696
P09624	Q04049
P19882	Q03290
P05986	Q01939
P39003	Q12446
P42843	Q02196
P15873	Q08224
P16661	Q08986
P20053	Q12420
P20676	P25651
P17709	Q00772
P25344	Q08214
P39734	Q07732
P36224	Q07887
Q04697	Q12164
P23059	Q03503
P38129	Q12514
P24869	P25302
P20434	P41896
P11433	P19073
P06838	P39954
P10081	P20459
P53207	Q03782
P00924	P19735
P15365	P47075
P32463	P38962
Q03308	Q07468
P38615	Q00764
P15108	P23291
P22138	Q07844
P10659	P14747
P19882	P20053
P00358	P25343
P38729	P38767
P00546	P39692
P07259	Q99247
P00830	P38882
P00546	P38859
O13558	P15274
P53274	Q12291
P47174	Q02574
Q07350	Q08224
P29311	P53011
P32364	P40450
P38763	P40539
P32641	P89114
P12695	P53924
P25358	P32465
P04385	Q00362
P06777	Q08421
P38523	Q05580
Q04149	Q12159
P40971	Q04083
P47041	Q05934
P04173	P39702
P25299	Q04004
P47027	P52891
P39014	P61864
P25649	P32602
P36062	P40367
P02557	P23642
O13587	P47135
P40063	P50942
P38861	Q03862
P16140	Q12469
P25339	P53550
P17898	P38264
P22216	P40340
P00447	P06838
P35180	P49334
P22353	P38741
P32368	Q02774
P06786	P25567
P16649	P47002
P06102	P34909
P00546	P53129
P02309	P10659
P22137	P32828
P25604	P61864
P32523	Q04048
P07244	P40339
P35723	Q07824
P40319	Q06451
P06168	P38217
P38993	Q12450
P25615	P47079
P06778	P40047
P25376	P40350
P33299	P89105
P07806	Q00684
P53261	Q08387
P32598	P53261
Q12107	Q12440
P04819	Q06218
P32767	P38316
P06243	P25303
P04386	P53549
P32366	P36531
P09547	P22082
P12385	P38737
P39730	Q06436
P32468	P33304
P04806	P40054
P46961	P50944
P32656	Q12265
P20604	Q12329
P25389	P32468
P19158	P53152
P29461	P32485
P40339	Q01939
P25554	P36103
P32602	Q12287
P29055	Q12285
P12868	P39702
P39013	Q04746
P25635	Q06631
P11746	Q12020
P19358	P40970
P00830	P21306
P31334	P53131
Q02821	Q04429
P10659	P53861
P46961	Q12402
P07244	P32502
P12904	P25575
P41913	Q12489
P36088	Q02821
P15705	P22515
P17709	P43563
P22141	P38886
P48234	P53914
P16521	Q00539
P00812	P17505
P47122	Q06543
P32569	Q02574
P40582	P53857
P39729	Q07418
Q04399	Q99190
P34110	P38759
P07259	P38827
P35191	Q03897
P07279	Q02574
P38842	Q08980
P46671	Q06208
P32613	P53863
Q06675	Q12307
P28320	P47079
P38346	P53050
P14681	Q03780
P25046	P33308
P12398	P38827
P00830	P25453
P25694	P32807
P19882	Q12018
P32598	Q08224
P53927	Q12522
P38720	Q00772
P50101	Q07350
P39547	Q08193
Q07657	Q12263
P10659	Q08273
P08566	P14741
P38278	P52920
P19736	P32606
P43542	Q06644
P38151	Q03973
P48743	P53125
P32381	Q07657
P53927	Q12176
P07251	P27801
P28519	P32776
P15992	P39928
P32580	Q08949
P40975	Q08144
Q00582	Q08287
P32797	Q07921
P53622	P53847
P18851	P39954
P32463	Q12254
P32381	P38077
P04173	Q12347
P25453	P38086
P04050	P27999
P40339	P46655
P32905	P34730
P33759	P40496
P25635	Q04217
P38077	P38883
P33298	Q12019
P04050	P89105
P28834	P35193
P25656	P53150
P38237	P54862
P09938	P41811
P04786	Q06208
P32569	P32585
P40507	P50094
P40469	Q02770
P09119	P54791
P34730	Q99186
P04817	P53918
P16370	P23594
P25491	Q02574
P32496	Q12377
P46367	Q03897
P10080	Q07623
P34160	Q00416
P38690	Q07657
P19541	P32337
P47149	Q02574
P33338	P39940
P17255	P31412
P38334	P38631
P32582	P53156
P25293	Q12159
P06777	P12709
P35727	P40368
P19735	P22515
P19882	P38873
P21264	P50113
P40054	Q3E7X9
P00815	P09734
P38306	Q02574
P53008	Q01852
P38875	Q04748
P38182	Q07879
P21304	P33298
P37838	P53927
P47105	Q12349
P06774	Q06410
P43321	P54999
P40327	Q12377
P11154	Q12380
P14742	P25454
P09624	P25646
P02557	P39014
P18239	Q04964
P33759	Q03976
P32353	P40510
P25694	Q12306
Q00578	Q12004
P38737	Q12250
Q03834	Q12464
P25294	P53894
P38132	P53199
P00817	Q00772
P17709	P33308
P32366	Q12031
P31109	Q03322
P02557	P14681
P04912	P22579
P12709	Q12021
P24869	P38769
P11972	P47042
Q03655	Q04697
P53112	Q12334
P40069	Q04437
P38784	P40971
P19882	P43612
P38147	P47057
Q00772	Q08224
P47135	P51402
Q04675	Q08224
P37020	P38177
P48232	P53271
P32381	Q05933
P32566	P33306
P36520	P36526
P15992	P22141
P43545	Q04902
P12753	P40850
P12612	P18851
P12754	P40466
P16861	P38987
P40078	Q03862
P39742	P40073
Q06337	Q08649
Q02948	Q05919
P41811	P53600
P00546	P32785
P19454	P23615
P38705	P40517
O13554	P47821
P36152	P50101
P25344	P32610
P53934	Q12339
P21242	P30656
P34230	Q02260
P12612	Q00362
P38822	Q06676
P34760	P38968
P80428	Q03435
P38356	Q03655
P33203	Q02336
P14682	P61864
P07248	P38129
P32588	P34160
P16661	P33767
P40070	P41810
P32496	P47165
P25569	Q12508
P31376	Q05471
P15873	P47110
P04046	P31373
P38238	P46948
P11710	P60010
P40055	Q12754
P25454	P39676
P32458	P50623
P12753	P25491
P29469	Q12680
P29055	P33891
Q02574	Q12421
P30283	P40020
P32598	Q07442
P32505	P40497
P36039	P47133
P35193	P38822
P47154	P53954
P19414	Q08387
P38993	P53181
P15436	P47110
P39730	Q04373
P19358	Q02866
P27999	Q04598
P21242	P40054
P32613	P38633
P12709	P38086
P43621	P53847
P21243	P40303
Q03690	Q04675
Q02796	Q07457
P38753	P48524
P20449	P38220
P09734	P14741
P39004	P40971
P11709	P33419
P20053	P25694
P38353	P38842
P22353	P31334
Q03761	Q12030
P10659	Q02574
P33750	P42943
P31385	P32561
P06839	P09734
P31383	P53289
P20604	P34756
P24482	P53823
Q04697	Q99190
P38837	P49334
P05066	P09624
P34730	Q00776
P32829	Q06032
P25357	P53039
P04050	P07273
P02994	P21672
P04173	P20081
P53207	Q07508
P02829	P38768
P38129	Q03761
P06102	P10659
P40345	Q04675
P41811	P53011
P40581	P53691
P32381	P40413
P38774	Q00916
P25580	P38356
P00817	Q07622
P14306	P48837
P07703	P21538
P22216	P38691
P34078	Q12349
P04385	P04387
P14832	P36172
P39940	P53244
P11075	P39517
P32835	P47123
P53386	Q06451
P49686	Q12315
O13543	P32603
P54115	Q12749
P04806	P23624
P27801	P38959
P12709	P40072
P07251	P33296
P09547	P47017
P02309	P40466
P38304	Q08278
P36057	Q02795
P12611	Q12298
P32528	P38708
P04386	P29055
P23595	P40850
P12612	P38129
P38779	P53914
Q00772	Q12329
P32776	P36224
P53883	Q04373
P07170	P38987
P12398	Q08217
P06169	P36017
P19073	P48562
P18239	P32602
P47069	Q12366
P06782	Q00816
P32622	P33201
P36527	P38064
P20606	P38987
P21304	Q06205
P16649	P61830
P38796	Q05930
P46672	Q04675
P19262	Q03690
P43542	Q12078
P23900	P53173
P13517	P38152
P53079	Q01590
P06701	P36008
P32468	P53890
P06168	Q04377
P54115	Q04437
P19524	P40513
Q02574	Q12035
P26263	P38197
P40026	P40971
P57743	Q03338
P12754	P41277
P04451	P39744
P35180	P53976
P19812	P23291
P49957	P53738
Q04660	Q08975
P25298	Q12020
Q08214	Q08729
P34244	P38274
P32361	Q00916
P04650	P54786
Q03330	Q08923
P32837	P35723
P14681	P19358
P05150	P31378
P23595	P25491
P22216	Q02457
P25359	P38792
P48837	Q06142
P36093	Q12306
P32558	Q06697
P29055	P32774
P53159	Q07442
P12687	P38199
Q06406	Q12517
P28003	P38129
Q03558	Q08004
P26754	P38013
P53323	Q05635
P32528	Q08273
P25342	P25389
P25376	P53045
P11633	P32333
P38615	P48837
P06700	P53628
P07703	P14540
P32629	P47124
P06169	P06245
P38249	Q01159
P36075	Q02457
P25358	P53954
P32569	Q01926
P20437	P21268
P04911	P23394
P30822	Q08273
P17119	Q01649
P38756	P40077
P25659	Q12300
P34241	P37838
P47135	P53887
P53201	P60010
P53249	Q07896
P18899	P38260
P04807	P39925
P40850	Q08601
P19073	P39083
P38122	Q06142
P27999	P34087
P29311	Q03898
P15992	Q12152
P43321	Q00416
P53284	Q07500
P05317	P40043
P00830	P06838
P32529	P38958
Q00916	Q12033
P25569	P38191
P04385	P38191
Q03048	Q04675
P25441	P32910
P38081	P43591
P57743	Q06406
P39012	P40582
P06100	P31384
P02309	P32264
P06781	P16140
P40362	Q02931
P02994	P25454
P54999	Q06819
P09733	P22133
P00546	P22137
P38325	Q04399
Q06102	Q06632
P22141	P53196
P29055	Q06188
P15303	P38810
P38729	P40556
Q04660	Q06205
P24720	P30402
P47143	Q05905
P53632	Q12460
P46961	Q06135
P38987	P39979
P40164	P47041
P38129	P39076
P53256	Q05636
P25607	Q00916
P28241	P36775
P53154	Q06703
P06777	P53177
P35187	Q12083
P16140	Q12152
P33298	P53691
P00950	P40555
P27895	P33895
P25351	Q04779
P07257	P47093
P32366	P40471
P39719	P39742
P36049	P53861
P38753	Q03935
P53154	P53947
P25655	P53040
Q03935	Q12030
P38439	P53064
P12294	P12398
P28004	Q03654
P32502	Q12134
P25376	Q12233
P40325	Q01476
P39743	Q12034
P47135	Q00381
P27692	P89105
Q03208	Q07834
P19073	P19882
P34226	P40555
P80667	Q08446
P18239	P38316
P39523	P47037
P32618	P53253
P15992	Q04477
P06780	Q12434
P00546	P53947
P18238	P25639
P21268	Q02821
P38789	P40693
P04911	P32558
P39548	P49018
P38987	P47113
P26343	Q12318
P20486	P24871
P38890	P61830
P06634	Q08601
Q00764	Q00816
P06244	P43565
P22804	P41810
P12866	P39742
P25694	P40339
P20967	P38719
P23968	Q12078
P15873	P50094
P00546	P38277
P53036	Q02630
P40572	P43563
P38308	P54115
P31334	Q02204
P26570	P36024
P10659	P24719
P14680	P21576
P09959	P17558
P18480	P32591
P16140	P32863
P07251	P38629
P21560	P39565
P32366	P32854
P15180	P39743
P14832	Q12306
P13393	P33297
P07248	P53043
P38182	Q12292
P31244	P34223
Q12186	Q12379
P38353	P53176
P19955	Q12365
P12709	P12962
P17898	P53822
P32598	Q12024
P22147	P25644
P25572	P38629
P19882	P53739
P12683	P53322
P23639	P40465
P36160	Q07623
P17555	Q06640
